"hour","Gage_ft","Discharge_cfs","Discharge_ls"
2005-10-14 17:00:00,0.385,0.4278,12.1139
2005-10-14 18:00:00,0.436,0.5801,16.4266
2005-10-14 19:00:00,0.508,0.8435,23.8852
2005-10-14 20:00:00,0.6445,3.0377,86.018
2005-10-14 21:00:00,0.776,2.3805,67.4081
2005-10-14 22:00:00,0.948,15.6097,442.0167
2005-10-14 23:00:00,1.13233333333333,18.1083,512.769
2005-10-15,1.394,40.2633,1140.1279
2005-10-15 01:00:00,1.567,13.3085,376.8541
2005-10-15 02:00:00,1.606,28.2699,800.5131
2005-10-15 03:00:00,1.613,14.2857,404.5253
2005-10-15 04:00:00,1.546,12.8759,364.6043
2005-10-15 05:00:00,1.464,11.2671,319.0482
2005-10-15 06:00:00,1.3555,18.6855,529.1135
2005-10-15 07:00:00,1.279,16.1882,458.398
2005-10-15 08:00:00,1.265,15.7563,446.168
2005-10-15 09:00:00,1.301,8.4386,238.9541
2005-10-15 10:00:00,1.385,9.8359,278.5212
2005-10-15 11:00:00,1.455,22.2013,628.6698
2005-10-15 12:00:00,1.495,11.8604,335.8486
2005-10-15 13:00:00,1.78866666666667,111.1634,3147.7918
2005-10-15 14:00:00,2.0185,148.5051,4205.1893
2005-10-15 15:00:00,2.0045,97.3345,2756.2017
2005-10-15 16:00:00,1.8735,41.2388,1167.7509
2005-10-15 17:00:00,1.838,19.6692,556.9688
2005-10-15 18:00:00,1.7265,33.7848,956.6774
2005-10-15 19:00:00,1.577,13.5174,382.7695
2005-10-15 20:00:00,1.493,11.8216,334.7499
2005-10-15 21:00:00,1.395,10.0107,283.471
2005-10-15 22:00:00,1.312,17.2381,488.1278
2005-10-15 23:00:00,1.2605,15.6201,442.3113
2005-10-16,1.238,7.4727,211.603
2005-10-16 01:00:00,1.21,7.0655,200.0724
2005-10-16 03:00:00,1.149,6.2248,176.2664
2005-10-16 05:00:00,1.073,5.2643,149.0681
2005-10-16 07:00:00,1.025,4.7062,133.2645
2005-10-16 08:00:00,0.998,8.8172,249.6749
2005-10-16 09:00:00,1.007,13.5265,383.0272
2005-10-16 10:00:00,1.1965,13.8084,391.0097
2005-10-16 11:00:00,1.425,21.1348,598.4699
2005-10-16 12:00:00,1.6345,29.5468,836.6708
2005-10-16 13:00:00,1.71933333333333,50.111,1418.9832
2005-10-16 14:00:00,1.708,16.4349,465.3838
2005-10-16 15:00:00,1.6655,30.9049,875.1279
2005-10-16 16:00:00,1.648,15.0568,426.3604
2005-10-16 17:00:00,1.639,29.7136,841.3941
2005-10-16 18:00:00,1.6215,28.9415,819.5307
2005-10-16 19:00:00,1.6475,30.092,852.1091
2005-10-16 20:00:00,1.64666666666667,45.0839,1276.6317
2005-10-16 21:00:00,1.6395,29.736,842.0284
2005-10-16 22:00:00,1.6595,30.6308,867.3662
2005-10-16 23:00:00,1.6145,28.6417,811.0413
2005-10-17,1.57575,53.9648,1528.1105
2005-10-17 01:00:00,1.588,13.7495,389.3418
2005-10-17 02:00:00,1.602,28.0965,795.603
2005-10-17 03:00:00,1.587,13.7283,388.7415
2005-10-17 04:00:00,1.573,26.8672,760.7931
2005-10-17 05:00:00,1.576,13.4964,382.1749
2005-10-17 06:00:00,1.586,27.4144,776.2881
2005-10-17 07:00:00,1.592,13.8345,391.7488
2005-10-17 08:00:00,1.54066666666667,38.3137,1084.9215
2005-10-17 09:00:00,1.453,11.0609,313.2093
2005-10-17 11:00:00,1.352,9.2718,262.5477
2005-10-17 12:00:00,1.251,7.6663,217.0851
2005-10-17 14:00:00,1.161,6.3852,180.8084
2005-10-17 15:00:00,1.078,5.3246,150.7756
2005-10-17 17:00:00,1.0185,9.2711,262.5279
2005-10-17 18:00:00,0.96,4.0085,113.5079
2005-10-17 21:00:00,0.887,3.3027,93.5219
2005-10-17 22:00:00,0.854,3.0098,85.2279
2005-10-18,0.829,2.7986,79.2474
2005-10-18 01:00:00,0.8,2.5649,72.6298
2005-10-18 05:00:00,0.733,2.0703,58.6243
2005-10-18 10:00:00,0.678,1.7104,48.4331
2005-10-18 12:00:00,0.658,1.5894,45.0067
2005-10-18 15:00:00,0.639,1.4794,41.8919
2005-10-18 17:00:00,0.627,1.4123,39.9918
2005-10-18 19:00:00,0.639,1.4794,41.8919
2005-10-18 21:00:00,0.658,1.5894,45.0067
2005-10-18 23:00:00,0.667,1.6432,46.5302
2005-10-19,0.667,1.6432,46.5302
2005-10-19 01:00:00,0.658,1.5894,45.0067
2005-10-19 04:00:00,0.659,1.5953,45.1738
2005-10-19 07:00:00,0.647,1.5251,43.186
2005-10-19 11:00:00,0.624,1.3958,39.5246
2005-10-19 15:00:00,0.596,1.2473,35.3195
2005-10-19 21:00:00,0.569,1.1135,31.5308
2005-10-20,0.553,1.0383,29.4013
2005-10-20 04:00:00,0.538,0.9707,27.4871
2005-10-20 09:00:00,0.515,0.8722,24.6979
2005-10-20 15:00:00,0.493,0.7838,22.1947
2005-10-20 20:00:00,0.474,0.7118,20.1559
2005-10-21,0.462,0.6685,18.9298
2005-10-21 03:00:00,0.45,0.6268,17.749
2005-10-21 08:00:00,0.433,0.5704,16.1519
2005-10-21 13:00:00,0.428,0.5544,15.6988
2005-10-21 19:00:00,0.418,0.5232,14.8153
2005-10-21 22:00:00,0.41,0.499,14.1301
2005-10-22,0.407,0.4901,13.8781
2005-10-22 04:00:00,0.397,0.4611,13.0569
2005-10-22 09:00:00,0.388,0.436,12.3461
2005-10-22 15:00:00,0.384,0.425,12.0346
2005-10-22 19:00:00,0.378,0.409,11.5816
2005-10-22 22:00:00,0.377,0.4063,11.5051
2005-10-22 23:00:00,0.379,0.4116,11.6552
2005-10-23,0.379,0.8233,23.3133
2005-10-23 01:00:00,0.383,0.4223,11.9582
2005-10-23 02:00:00,0.424,0.5418,15.342
2005-10-23 04:00:00,0.478,0.7266,20.575
2005-10-23 05:00:00,0.506,0.8353,23.653
2005-10-23 06:00:00,0.526,0.9185,26.009
2005-10-23 07:00:00,0.541,0.984,27.8637
2005-10-23 09:00:00,0.612,1.3309,37.6868
2005-10-23 12:00:00,0.678,1.7104,48.4331
2005-10-23 14:00:00,0.742,2.1332,60.4054
2005-10-23 15:00:00,0.768,2.3209,65.7205
2005-10-23 16:00:00,0.785,2.4487,69.3393
2005-10-23 17:00:00,0.792,2.5025,70.8628
2005-10-23 18:00:00,0.794,2.518,71.3017
2005-10-23 19:00:00,0.795,2.5258,71.5226
2005-10-23 21:00:00,0.771,2.3431,66.3491
2005-10-23 23:00:00,0.752,2.2043,62.4187
2005-10-24,0.737,2.0981,59.4115
2005-10-24 01:00:00,0.718,1.9681,55.7303
2005-10-24 06:00:00,0.658,1.5894,45.0067
2005-10-24 10:00:00,0.614,1.3416,37.9898
2005-10-24 15:00:00,0.582,1.1768,33.3232
2005-10-24 19:00:00,0.559,1.0661,30.1885
2005-10-24 22:00:00,0.547,1.011,28.6283
2005-10-25,0.541,0.984,27.8637
2005-10-25 02:00:00,0.535,0.9575,27.1133
2005-10-25 05:00:00,0.539,0.9751,27.6117
2005-10-25 08:00:00,0.565,1.0944,30.9899
2005-10-25 10:00:00,0.591,1.2219,34.6003
2005-10-25 11:00:00,0.605,1.294,36.6419
2005-10-25 12:00:00,0.6265,2.8196,79.8421
2005-10-25 13:00:00,0.639,1.4794,41.8919
2005-10-25 14:00:00,0.663,1.6192,45.8506
2005-10-25 16:00:00,0.727,2.0291,57.4576
2005-10-25 17:00:00,0.775,2.373,67.1958
2005-10-25 18:00:00,0.816,8.0786,228.7602
2005-10-25 19:00:00,0.831,2.8152,79.7175
2005-10-25 21:00:00,0.83,2.8069,79.4824
2005-10-25 22:00:00,0.813,2.6682,75.5549
2005-10-25 23:00:00,0.801,2.5728,72.8535
2005-10-26,0.787,2.464,69.7726
2005-10-26 02:00:00,0.755,2.2258,63.0275
2005-10-26 05:00:00,0.701,1.856,52.556
2005-10-26 09:00:00,0.648,1.5309,43.3502
2005-10-26 14:00:00,0.61,1.3203,37.3867
2005-10-26 18:00:00,0.582,1.1768,33.3232
2005-10-26 22:00:00,0.555,1.0476,29.6647
2005-10-26 23:00:00,0.546,1.0064,28.498
2005-10-27,0.544,0.9974,28.2432
2005-10-27 03:00:00,0.526,0.9185,26.009
2005-10-27 08:00:00,0.505,0.8313,23.5398
2005-10-27 13:00:00,0.484,0.7492,21.2149
2005-10-27 19:00:00,0.469,0.6936,19.6405
2005-10-27 22:00:00,0.46,0.6615,18.7316
2005-10-28,0.453,0.6371,18.0406
2005-10-28 04:00:00,0.439,0.5899,16.7041
2005-10-28 10:00:00,0.426,0.5481,15.5204
2005-10-28 16:00:00,0.416,0.5171,14.6426
2005-10-28 21:00:00,0.403,0.4784,13.5468
2005-10-29,0.401,0.4726,13.3825
2005-10-29 03:00:00,0.392,0.4471,12.6604
2005-10-29 09:00:00,0.386,0.4305,12.1904
2005-10-29 16:00:00,0.381,0.417,11.8081
2005-10-29 21:00:00,0.371,0.3907,11.0634
2005-10-30,0.369,0.3855,10.9161
2005-10-30 05:00:00,0.363,0.3704,10.4885
2005-10-30 10:00:00,0.354,0.3483,9.8627
2005-10-30 15:00:00,0.354,0.3483,9.8627
2005-10-30 18:00:00,0.356,0.3531,9.9987
2005-10-30 22:00:00,0.371,0.3907,11.0634
2005-10-30 23:00:00,0.377,0.4063,11.5051
2005-10-31,0.379,0.4116,11.6552
2005-10-31 01:00:00,0.385,0.4278,12.1139
2005-10-31 04:00:00,0.395,0.4555,12.8983
2005-10-31 07:00:00,0.402,0.4755,13.4646
2005-10-31 09:00:00,0.406,0.4872,13.7959
2005-10-31 11:00:00,0.407,0.4901,13.8781
2005-10-31 15:00:00,0.408,0.4931,13.963
2005-10-31 19:00:00,0.405,0.4842,13.711
2005-10-31 22:00:00,0.4,0.4697,13.3004
2005-11-01,0.398,0.464,13.139
2005-11-01 04:00:00,0.392,0.4471,12.6604
2005-11-01 09:00:00,0.385,0.4278,12.1139
2005-11-01 14:00:00,0.373,0.3958,11.2078
2005-11-01 19:00:00,0.363,0.3704,10.4885
2005-11-01 22:00:00,0.359,0.3604,10.2054
2005-11-02,0.359,0.3604,10.2054
2005-11-02 04:00:00,0.364,0.3729,10.5593
2005-11-02 09:00:00,0.364,0.3729,10.5593
2005-11-02 12:00:00,0.362,0.3679,10.4178
2005-11-02 16:00:00,0.355,0.3507,9.9307
2005-11-02 21:00:00,0.347,0.3316,9.3899
2005-11-03,0.342,0.3201,9.0642
2005-11-03 05:00:00,0.335,0.3043,8.6168
2005-11-03 11:00:00,0.332,0.2976,8.4271
2005-11-03 17:00:00,0.329,0.2911,8.243
2005-11-03 22:00:00,0.321,0.2741,7.7616
2005-11-03 23:00:00,0.32,0.272,7.7022
2005-11-04,0.32,0.272,7.7022
2005-11-04 04:00:00,0.315,0.2617,7.4105
2005-11-04 09:00:00,0.311,0.2536,7.1811
2005-11-04 14:00:00,0.31,0.2516,7.1245
2005-11-04 20:00:00,0.304,0.2399,6.7932
2005-11-05,0.303,0.2379,6.7366
2005-11-05 05:00:00,0.302,0.236,6.6828
2005-11-05 11:00:00,0.296,0.2247,6.3628
2005-11-05 17:00:00,0.295,0.2228,6.309
2005-11-05 21:00:00,0.291,0.2155,6.1023
2005-11-06,0.291,0.2155,6.1023
2005-11-06 04:00:00,0.286,0.2066,5.8503
2005-11-06 09:00:00,0.284,0.203,5.7483
2005-11-06 13:00:00,0.283,0.2013,5.7002
2005-11-06 18:00:00,0.283,0.2013,5.7002
2005-11-06 20:00:00,0.283,0.2013,5.7002
2005-11-06 21:00:00,0.2945,0.4439,12.5699
2005-11-06 22:00:00,0.339,0.3132,8.8688
2005-11-06 23:00:00,0.3945,0.9097,25.7598
2005-11-07,0.426,1.097,31.0636
2005-11-07 01:00:00,0.446,0.6132,17.3639
2005-11-07 02:00:00,0.452,0.6336,17.9415
2005-11-07 03:00:00,0.475,0.7155,20.2607
2005-11-07 04:00:00,0.502,0.8193,23.2
2005-11-07 06:00:00,0.5165,1.7569,49.7498
2005-11-07 08:00:00,0.516,0.8764,24.8168
2005-11-07 11:00:00,0.504,0.8273,23.4265
2005-11-07 15:00:00,0.477,0.7229,20.4702
2005-11-07 18:00:00,0.455,0.644,18.236
2005-11-07 22:00:00,0.436,0.5801,16.4266
2005-11-08,0.425,0.5449,15.4298
2005-11-08 03:00:00,0.412,0.505,14.3
2005-11-08 08:00:00,0.399,0.4669,13.2211
2005-11-08 13:00:00,0.386,0.4305,12.1904
2005-11-08 18:00:00,0.379,0.4116,11.6552
2005-11-08 21:00:00,0.37,0.3881,10.9898
2005-11-09,0.366,0.3779,10.7009
2005-11-09 05:00:00,0.353,0.3459,9.7948
2005-11-09 09:00:00,0.347,0.3316,9.3899
2005-11-09 12:00:00,0.339,0.3132,8.8688
2005-11-09 14:00:00,0.333,0.2998,8.4894
2005-11-09 16:00:00,0.334,0.302,8.5517
2005-11-09 17:00:00,0.339,0.3132,8.8688
2005-11-09 18:00:00,0.36,0.7259,20.5551
2005-11-09 19:00:00,0.367,0.3804,10.7717
2005-11-09 20:00:00,0.369,0.3855,10.9161
2005-11-09 21:00:00,0.409,0.496,14.0451
2005-11-09 22:00:00,0.498,1.6242,45.9921
2005-11-09 23:00:00,0.707666666666667,5.7728,163.4673
2005-11-10,0.9105,14.1946,401.9456
2005-11-10 01:00:00,1.12733333333333,17.8797,506.2959
2005-11-10 02:00:00,1.29366666666667,25.0212,708.5204
2005-11-10 03:00:00,1.4045,20.364,576.6433
2005-11-10 04:00:00,1.444,21.7878,616.9607
2005-11-10 05:00:00,1.43,10.6371,301.2086
2005-11-10 06:00:00,1.339,9.055,256.4086
2005-11-10 07:00:00,1.241,7.5171,212.8602
2005-11-10 08:00:00,1.157,6.3315,179.2878
2005-11-10 09:00:00,1.081,5.361,151.8064
2005-11-10 10:00:00,1.038,4.8537,137.4413
2005-11-10 11:00:00,1.007,4.5063,127.604
2005-11-10 12:00:00,0.945,3.8569,109.2151
2005-11-10 15:00:00,0.871,3.1587,89.4443
2005-11-10 18:00:00,0.79,2.4871,70.4267
2005-11-10 21:00:00,0.734,2.0773,58.8225
2005-11-11,0.697,1.8301,51.8226
2005-11-11 03:00:00,0.65,1.5425,43.6787
2005-11-11 07:00:00,0.604,1.2887,36.4919
2005-11-11 11:00:00,0.561,1.0755,30.4547
2005-11-11 16:00:00,0.526,0.9185,26.009
2005-11-11 21:00:00,0.504,0.8273,23.4265
2005-11-12,0.49,0.7721,21.8634
2005-11-12 04:00:00,0.466,0.6828,19.3347
2005-11-12 10:00:00,0.441,0.5965,16.891
2005-11-12 15:00:00,0.426,0.5481,15.5204
2005-11-12 21:00:00,0.414,0.511,14.4699
2005-11-13,0.408,0.4931,13.963
2005-11-13 05:00:00,0.398,0.464,13.139
2005-11-13 10:00:00,0.389,0.4387,12.4226
2005-11-13 16:00:00,0.389,0.4387,12.4226
2005-11-13 20:00:00,0.391,0.4443,12.5812
2005-11-14,0.389,0.4387,12.4226
2005-11-14 03:00:00,0.388,0.436,12.3461
2005-11-14 07:00:00,0.39,0.4415,12.5019
2005-11-14 10:00:00,0.4,0.4697,13.3004
2005-11-14 12:00:00,0.406,0.4872,13.7959
2005-11-14 13:00:00,0.412,0.505,14.3
2005-11-14 14:00:00,0.413,0.508,14.3849
2005-11-14 18:00:00,0.415,0.514,14.5548
2005-11-14 22:00:00,0.417,0.5201,14.7276
2005-11-15,0.417,0.5201,14.7276
2005-11-15 04:00:00,0.41,0.499,14.1301
2005-11-15 08:00:00,0.402,0.4755,13.4646
2005-11-15 11:00:00,0.402,0.4755,13.4646
2005-11-15 13:00:00,0.41,0.499,14.1301
2005-11-15 14:00:00,0.426,0.5481,15.5204
2005-11-15 16:00:00,0.457,0.6509,18.4314
2005-11-15 17:00:00,0.518,0.8847,25.0519
2005-11-15 18:00:00,0.601,1.2731,36.0501
2005-11-15 19:00:00,0.689,1.7791,50.3784
2005-11-15 20:00:00,0.8055,5.2298,148.0912
2005-11-15 21:00:00,0.872,3.1676,89.6963
2005-11-15 22:00:00,0.906,3.4786,98.5028
2005-11-15 23:00:00,0.919,3.6022,102.0028
2005-11-16,0.926,3.6697,103.9142
2005-11-16 01:00:00,0.933,3.738,105.8482
2005-11-16 02:00:00,0.942,3.827,108.3684
2005-11-16 04:00:00,0.942,3.827,108.3684
2005-11-16 07:00:00,0.915,3.5639,100.9182
2005-11-16 10:00:00,0.867,3.1233,88.4419
2005-11-16 13:00:00,0.829,2.7986,79.2474
2005-11-16 16:00:00,0.809,2.6361,74.6459
2005-11-16 17:00:00,0.801,2.5728,72.8535
2005-11-16 18:00:00,0.93875,15.2683,432.3493
2005-11-16 19:00:00,1.15366666666667,18.9951,537.8804
2005-11-16 20:00:00,1.353,9.2886,263.0234
2005-11-16 21:00:00,1.416,10.3838,294.036
2005-11-16 22:00:00,1.46166666666667,33.6698,953.421
2005-11-16 23:00:00,1.438,21.5674,610.7198
2005-11-17,1.42166666666667,31.4585,890.8041
2005-11-17 01:00:00,1.435,21.4568,607.588
2005-11-17 02:00:00,1.407,10.2229,289.4798
2005-11-17 03:00:00,1.314,8.6466,244.844
2005-11-17 04:00:00,1.218,7.1805,203.3288
2005-11-17 06:00:00,1.13,5.9758,169.2155
2005-11-17 07:00:00,1.056,5.0624,143.351
2005-11-17 08:00:00,1.0145,9.1804,259.9596
2005-11-17 10:00:00,0.932,3.7282,105.5707
2005-11-17 13:00:00,0.853,3.0012,84.9844
2005-11-17 16:00:00,0.775,2.373,67.1958
2005-11-17 20:00:00,0.706,1.8885,53.4763
2005-11-17 22:00:00,0.673,1.6796,47.5609
2005-11-18,0.659,1.5953,45.1738
2005-11-18 03:00:00,0.619,1.3685,38.7515
2005-11-18 08:00:00,0.572,1.1279,31.9385
2005-11-18 13:00:00,0.538,0.9707,27.4871
2005-11-18 17:00:00,0.513,0.8639,24.4629
2005-11-18 22:00:00,0.491,0.776,21.9738
2005-11-19,0.483,0.7454,21.1073
2005-11-19 05:00:00,0.452,0.6336,17.9415
2005-11-19 10:00:00,0.438,0.5866,16.6106
2005-11-19 15:00:00,0.427,0.5512,15.6082
2005-11-19 19:00:00,0.419,0.5263,14.9031
2005-11-19 22:00:00,0.414,0.511,14.4699
2005-11-20,0.409,0.496,14.0451
2005-11-20 04:00:00,0.397,0.4611,13.0569
2005-11-20 11:00:00,0.387,0.4332,12.2668
2005-11-20 17:00:00,0.381,0.417,11.8081
2005-11-20 21:00:00,0.377,0.4063,11.5051
2005-11-21,0.373,0.3958,11.2078
2005-11-21 05:00:00,0.369,0.3855,10.9161
2005-11-21 11:00:00,0.358,0.358,10.1374
2005-11-21 17:00:00,0.36,0.3629,10.2762
2005-11-21 21:00:00,0.354,0.3483,9.8627
2005-11-22,0.353,0.3459,9.7948
2005-11-22 02:00:00,0.351,0.3411,9.6589
2005-11-22 04:00:00,0.353,0.3459,9.7948
2005-11-22 05:00:00,0.361,0.3654,10.347
2005-11-22 07:00:00,0.372,0.3932,11.1342
2005-11-22 08:00:00,0.423,0.5387,15.2543
2005-11-22 10:00:00,0.464,0.6756,19.1308
2005-11-22 11:00:00,0.491,0.776,21.9738
2005-11-22 12:00:00,0.504,0.8273,23.4265
2005-11-22 13:00:00,0.573,1.1327,32.0744
2005-11-22 14:00:00,0.723,4.0288,114.0828
2005-11-22 15:00:00,0.84,5.7879,163.8949
2005-11-22 16:00:00,0.888,6.6238,187.5648
2005-11-22 17:00:00,0.896,3.3854,95.8637
2005-11-22 18:00:00,0.876,3.2033,90.7072
2005-11-22 21:00:00,0.819,2.7167,76.9283
2005-11-22 23:00:00,0.788,2.4717,69.9906
2005-11-23,0.767,2.3135,65.5109
2005-11-23 01:00:00,0.726,2.0223,57.2651
2005-11-23 06:00:00,0.659,1.5953,45.1738
2005-11-23 11:00:00,0.594,1.2371,35.0307
2005-11-23 15:00:00,0.548,1.0155,28.7557
2005-11-23 20:00:00,0.516,0.8764,24.8168
2005-11-23 22:00:00,0.5,0.8113,22.9734
2005-11-24,0.492,0.7799,22.0843
2005-11-24 04:00:00,0.477,0.7229,20.4702
2005-11-24 10:00:00,0.463,0.6721,19.0317
2005-11-24 16:00:00,0.45,0.6268,17.749
2005-11-24 20:00:00,0.436,0.5801,16.4266
2005-11-25,0.428,0.5544,15.6988
2005-11-25 05:00:00,0.409,0.496,14.0451
2005-11-25 10:00:00,0.4,0.4697,13.3004
2005-11-25 15:00:00,0.394,0.4527,12.819
2005-11-25 20:00:00,0.388,0.436,12.3461
2005-11-26,0.383,0.4223,11.9582
2005-11-26 04:00:00,0.376,0.4037,11.4315
2005-11-26 11:00:00,0.37,0.3881,10.9898
2005-11-26 17:00:00,0.367,0.3804,10.7717
2005-11-26 21:00:00,0.366,0.3779,10.7009
2005-11-27,0.364,0.3729,10.5593
2005-11-27 06:00:00,0.361,0.3654,10.347
2005-11-27 12:00:00,0.358,0.358,10.1374
2005-11-27 18:00:00,0.356,0.3531,9.9987
2005-11-28,0.356,0.3531,9.9987
2005-11-28 02:00:00,0.354,0.3483,9.8627
2005-11-28 07:00:00,0.353,0.3459,9.7948
2005-11-28 09:00:00,0.353,0.3459,9.7948
2005-11-28 14:00:00,0.378,0.409,11.5816
2005-11-28 18:00:00,0.401,0.4726,13.3825
2005-11-28 21:00:00,0.417,0.5201,14.7276
2005-11-29,0.429,0.5576,15.7894
2005-11-29 01:00:00,0.454,0.6405,18.1369
2005-11-29 03:00:00,0.524,0.91,25.7683
2005-11-29 04:00:00,0.605,1.294,36.6419
2005-11-29 05:00:00,0.675,1.6919,47.9092
2005-11-29 06:00:00,0.743,2.1402,60.6036
2005-11-29 07:00:00,0.7955,5.061,143.3113
2005-11-29 08:00:00,0.824,2.7575,78.0836
2005-11-29 09:00:00,0.862,3.0794,87.1988
2005-11-29 11:00:00,0.932,3.7282,105.5707
2005-11-29 12:00:00,0.971,4.122,116.7218
2005-11-29 13:00:00,0.997,4.3975,124.5231
2005-11-29 14:00:00,1.045,4.9342,139.7208
2005-11-29 15:00:00,1.086,5.4219,153.5309
2005-11-29 17:00:00,1.099,5.5822,158.07
2005-11-29 19:00:00,1.09,5.4709,154.9184
2005-11-29 21:00:00,1.063,5.145,145.6899
2005-11-29 22:00:00,1.044,4.9227,139.3951
2005-11-30,1.042,4.8996,138.741
2005-11-30 01:00:00,1.041,9.7762,276.8308
2005-11-30 02:00:00,1.0695,10.4515,295.9531
2005-11-30 03:00:00,1.20833333333333,21.1954,600.1859
2005-11-30 04:00:00,1.44,32.5775,922.4905
2005-11-30 05:00:00,1.6935,64.5377,1827.5012
2005-11-30 06:00:00,1.792,36.9708,1046.8948
2005-11-30 07:00:00,1.738,17.1508,485.6558
2005-11-30 08:00:00,1.6215,28.9675,820.2669
2005-11-30 10:00:00,1.519,12.3321,349.2056
2005-11-30 11:00:00,1.462,11.2295,317.9835
2005-11-30 12:00:00,1.414,10.3479,293.0194
2005-11-30 14:00:00,1.342,9.1048,257.8188
2005-11-30 15:00:00,1.272,7.9853,226.1181
2005-11-30 17:00:00,1.194,6.8389,193.6558
2005-11-30 18:00:00,1.128,5.9499,168.4821
2005-11-30 19:00:00,1.068,5.2044,147.372
2005-11-30 20:00:00,1.036,4.8308,136.7928
2005-11-30 21:00:00,1.003,4.4626,126.3666
2005-11-30 22:00:00,0.953,3.9373,111.4917
2005-11-30 23:00:00,0.928,3.6892,104.4663
2005-12-01,0.91,3.5164,99.5732
2005-12-01 02:00:00,0.845,2.9328,83.0475
2005-12-01 06:00:00,0.767,2.3135,65.5109
2005-12-01 08:00:00,0.735,2.0842,59.0179
2005-12-01 11:00:00,0.683,1.7414,49.3109
2005-12-01 14:00:00,0.659,1.5953,45.1738
2005-12-01 19:00:00,0.616,1.3523,38.2928
2005-12-01 22:00:00,0.593,1.232,34.8863
2005-12-02,0.579,1.162,32.9041
2005-12-02 05:00:00,0.544,0.9974,28.2432
2005-12-02 10:00:00,0.519,0.8889,25.1708
2005-12-02 15:00:00,0.498,0.8034,22.7497
2005-12-02 19:00:00,0.484,0.7492,21.2149
2005-12-03,0.471,0.7009,19.8472
2005-12-03 03:00:00,0.454,0.6405,18.1369
2005-12-03 08:00:00,0.436,0.5801,16.4266
2005-12-03 13:00:00,0.424,0.5418,15.342
2005-12-03 19:00:00,0.408,0.4931,13.963
2005-12-04,0.4,0.4697,13.3004
2005-12-04 06:00:00,0.389,0.4387,12.4226
2005-12-04 11:00:00,0.385,0.4278,12.1139
2005-12-04 18:00:00,0.38,0.4143,11.7317
2005-12-05,0.373,0.3958,11.2078
2005-12-05 04:00:00,0.362,0.3679,10.4178
2005-12-05 10:00:00,0.352,0.3435,9.7268
2005-12-05 14:00:00,0.348,0.334,9.4578
2005-12-05 19:00:00,0.341,0.3178,8.9991
2005-12-05 23:00:00,0.338,0.311,8.8065
2005-12-06,0.337,0.3087,8.7414
2005-12-06 06:00:00,0.334,0.302,8.5517
2005-12-06 11:00:00,0.331,0.2954,8.3648
2005-12-06 18:00:00,0.326,0.2846,8.059
2005-12-07,0.324,0.2804,7.94
2005-12-07 04:00:00,0.313,0.2576,7.2944
2005-12-07 10:00:00,0.307,0.2457,6.9574
2005-12-07 16:00:00,0.302,0.236,6.6828
2005-12-07 21:00:00,0.292,0.2173,6.1532
2005-12-08,0.292,0.2173,6.1532
2005-12-08 06:00:00,0.288,0.2101,5.9494
2005-12-08 12:00:00,0.282,0.1996,5.652
2005-12-08 18:00:00,0.284,0.203,5.7483
2005-12-09,0.282,0.1996,5.652
2005-12-09 04:00:00,0.278,0.1927,5.4566
2005-12-09 09:00:00,0.276,0.1893,5.3604
2005-12-09 15:00:00,0.276,0.1893,5.3604
2005-12-09 20:00:00,0.277,0.191,5.4085
2005-12-10,0.273,0.1843,5.2188
2005-12-10 06:00:00,0.274,0.186,5.2669
2005-12-10 12:00:00,0.274,0.186,5.2669
2005-12-10 18:00:00,0.275,0.1876,5.3122
2005-12-11,0.274,0.186,5.2669
2005-12-11 05:00:00,0.269,0.1778,5.0347
2005-12-11 11:00:00,0.265,0.1714,4.8535
2005-12-11 17:00:00,0.263,0.1682,4.7629
2005-12-11 23:00:00,0.26,0.1636,4.6326
2005-12-12,0.258,0.1605,4.5448
2005-12-12 03:00:00,0.249,0.1471,4.1654
2005-12-12 07:00:00,0.245,0.1414,4.004
2005-12-12 11:00:00,0.243,0.1386,3.9247
2005-12-12 13:00:00,0.246,0.1428,4.0436
2005-12-12 17:00:00,0.249,0.1471,4.1654
2005-12-12 21:00:00,0.25,0.1486,4.2079
2005-12-13,0.249,0.1471,4.1654
2005-12-13 06:00:00,0.243,0.1386,3.9247
2005-12-13 12:00:00,0.242,0.1372,3.8851
2005-12-13 18:00:00,0.235,0.1277,3.6161
2005-12-14,0.235,0.1277,3.6161
2005-12-14 05:00:00,0.231,0.1224,3.466
2005-12-14 12:00:00,0.224,0.1135,3.214
2005-12-14 19:00:00,0.224,0.1135,3.214
2005-12-15,0.225,0.1148,3.2508
2005-12-15 06:00:00,0.22,0.1086,3.0752
2005-12-15 12:00:00,0.222,0.1111,3.146
2005-12-15 18:00:00,0.218,0.1062,3.0072
2005-12-16,0.219,0.1074,3.0412
2005-12-16 05:00:00,0.213,0.1004,2.843
2005-12-16 12:00:00,0.218,0.1062,3.0072
2005-12-16 19:00:00,0.216,0.1039,2.9421
2005-12-17,0.217,0.105,2.9733
2005-12-17 06:00:00,0.213,0.1004,2.843
2005-12-17 11:00:00,0.213,0.1004,2.843
2005-12-17 18:00:00,0.217,0.105,2.9733
2005-12-18,0.216,0.1039,2.9421
2005-12-18 05:00:00,0.213,0.1004,2.843
2005-12-18 12:00:00,0.214,0.1015,2.8742
2005-12-18 18:00:00,0.215,0.1027,2.9081
2005-12-19,0.216,0.1039,2.9421
